CLASE,Fecha,Accidentes,Dia_Semana,Dia_festivo,Dia_madre,Dia_padre,Amor_amistad,Semana_santa,Mujer,Hombre,Puente,Fin Sem Puente,Semana,Dia_año,Anio,Mes,Dia
Atropello,2017-02-08,13,miércoles,0,0,0,0,0,0,0,0,0,7,39,2017,02,08
Atropello,2017-02-15,5,miércoles,0,0,0,0,0,0,0,0,0,8,46,2017,02,15
Atropello,2017-02-22,9,miércoles,0,0,0,0,0,0,0,0,0,9,53,2017,02,22
Atropello,2017-03-01,7,miércoles,0,0,0,0,0,0,0,0,0,10,60,2017,03,01
Atropello,2017-03-08,13,miércoles,0,0,0,0,0,1,0,0,0,11,67,2017,03,08
Atropello,2017-03-15,8,miércoles,0,0,0,0,0,0,0,0,0,12,74,2017,03,15
Atropello,2017-03-22,15,miércoles,0,0,0,0,0,0,0,0,0,13,81,2017,03,22
Atropello,2017-03-29,10,miércoles,0,0,0,0,0,0,0,0,0,14,88,2017,03,29
Atropello,2017-04-05,8,miércoles,0,0,0,0,0,0,0,0,0,15,95,2017,04,05
Atropello,2017-04-12,13,miércoles,0,0,0,0,1,0,0,0,0,16,102,2017,04,12
Atropello,2017-04-19,10,miércoles,0,0,0,0,0,0,0,0,0,17,109,2017,04,19
Atropello,2017-04-26,7,miércoles,0,0,0,0,0,0,0,0,0,18,116,2017,04,26
Atropello,2017-05-03,4,miércoles,0,0,0,0,0,0,0,0,0,19,123,2017,05,03
Atropello,2017-05-10,10,miércoles,0,0,0,0,0,0,0,0,0,20,130,2017,05,10
Atropello,2017-05-17,7,miércoles,0,0,0,0,0,0,0,0,0,21,137,2017,05,17
Atropello,2017-05-24,9,miércoles,0,0,0,0,0,0,0,0,0,22,144,2017,05,24
Atropello,2017-05-31,5,miércoles,0,0,0,0,0,0,0,0,0,23,151,2017,05,31
Atropello,2017-06-07,7,miércoles,0,0,0,0,0,0,0,0,0,24,158,2017,06,07
Atropello,2017-06-14,9,miércoles,0,0,0,0,0,0,0,0,0,25,165,2017,06,14
Atropello,2017-06-21,9,miércoles,0,0,0,0,0,0,0,0,0,26,172,2017,06,21
Atropello,2017-06-28,9,miércoles,0,0,0,0,0,0,0,0,0,27,179,2017,06,28
Atropello,2017-07-05,8,miércoles,0,0,0,0,0,0,0,0,0,28,186,2017,07,05
Atropello,2017-07-12,8,miércoles,0,0,0,0,0,0,0,0,0,29,193,2017,07,12
Atropello,2017-07-19,12,miércoles,0,0,0,0,0,0,0,0,0,30,200,2017,07,19
Atropello,2017-07-26,9,miércoles,0,0,0,0,0,0,0,0,0,31,207,2017,07,26
Atropello,2017-08-02,11,miércoles,0,0,0,0,0,0,0,0,0,32,214,2017,08,02
Atropello,2017-08-09,9,miércoles,0,0,0,0,0,0,0,0,0,33,221,2017,08,09
Atropello,2017-08-16,15,miércoles,0,0,0,0,0,0,0,0,0,34,228,2017,08,16
Atropello,2017-08-23,12,miércoles,0,0,0,0,0,0,0,0,0,35,235,2017,08,23
Atropello,2017-08-30,15,miércoles,0,0,0,0,0,0,0,0,0,36,242,2017,08,30
Atropello,2017-09-06,13,miércoles,0,0,0,0,0,0,0,0,0,37,249,2017,09,06
Atropello,2017-09-13,8,miércoles,0,0,0,0,0,0,0,0,0,38,256,2017,09,13
Atropello,2017-09-20,13,miércoles,0,0,0,0,0,0,0,0,0,39,263,2017,09,20
Atropello,2017-09-27,12,miércoles,0,0,0,0,0,0,0,0,0,40,270,2017,09,27
Atropello,2017-10-04,9,miércoles,0,0,0,0,0,0,0,0,0,41,277,2017,10,04
Atropello,2017-10-11,4,miércoles,0,0,0,0,0,0,0,0,0,42,284,2017,10,11
Atropello,2017-10-18,9,miércoles,0,0,0,0,0,0,0,0,0,43,291,2017,10,18
Atropello,2017-10-25,16,miércoles,0,0,0,0,0,0,0,0,0,44,298,2017,10,25
Atropello,2017-11-01,8,miércoles,0,0,0,0,0,0,0,0,0,45,305,2017,11,01
Atropello,2017-11-08,24,miércoles,0,0,0,0,0,0,0,0,0,46,312,2017,11,08
Atropello,2017-11-15,9,miércoles,0,0,0,0,0,0,0,0,0,47,319,2017,11,15
Atropello,2017-11-22,9,miércoles,0,0,0,0,0,0,0,0,0,48,326,2017,11,22
Atropello,2017-11-29,10,miércoles,0,0,0,0,0,0,0,0,0,49,333,2017,11,29
Atropello,2017-12-06,10,miércoles,0,0,0,0,0,0,0,0,0,50,340,2017,12,06
Atropello,2017-12-13,11,miércoles,0,0,0,0,0,0,0,0,0,51,347,2017,12,13
Atropello,2017-12-20,13,miércoles,0,0,0,0,0,0,0,0,0,52,354,2017,12,20
Atropello,2017-12-27,7,miércoles,0,0,0,0,0,0,0,0,0,53,361,2017,12,27
Atropello,2018-01-03,14,miércoles,0,0,0,0,0,0,0,0,0,1,3,2018,01,03
Atropello,2018-01-10,9,miércoles,0,0,0,0,0,0,0,0,0,2,10,2018,01,10
Atropello,2018-01-17,10,miércoles,0,0,0,0,0,0,0,0,0,3,17,2018,01,17
Atropello,2018-01-24,11,miércoles,0,0,0,0,0,0,0,0,0,4,24,2018,01,24
Atropello,2018-01-31,11,miércoles,0,0,0,0,0,0,0,0,0,5,31,2018,01,31
Atropello,2018-02-07,14,miércoles,0,0,0,0,0,0,0,0,0,6,38,2018,02,07
Atropello,2018-02-14,14,miércoles,0,0,0,0,0,0,0,0,0,7,45,2018,02,14
Atropello,2018-02-21,6,miércoles,0,0,0,0,0,0,0,0,0,8,52,2018,02,21
Atropello,2018-02-28,9,miércoles,0,0,0,0,0,0,0,0,0,9,59,2018,02,28
Atropello,2018-03-07,9,miércoles,0,0,0,0,0,0,0,0,0,10,66,2018,03,07
Atropello,2018-03-14,11,miércoles,0,0,0,0,0,0,0,0,0,11,73,2018,03,14
Atropello,2018-03-21,13,miércoles,0,0,0,0,0,0,0,0,0,12,80,2018,03,21
Atropello,2018-03-28,16,miércoles,0,0,0,0,1,0,0,0,0,13,87,2018,03,28
Atropello,2018-04-04,11,miércoles,0,0,0,0,0,0,0,0,0,14,94,2018,04,04
Atropello,2018-04-11,8,miércoles,0,0,0,0,0,0,0,0,0,15,101,2018,04,11
Atropello,2018-04-18,15,miércoles,0,0,0,0,0,0,0,0,0,16,108,2018,04,18
Atropello,2018-04-25,13,miércoles,0,0,0,0,0,0,0,0,0,17,115,2018,04,25
Atropello,2018-05-02,14,miércoles,0,0,0,0,0,0,0,0,0,18,122,2018,05,02
Atropello,2018-05-09,8,miércoles,0,0,0,0,0,0,0,0,0,19,129,2018,05,09
Atropello,2018-05-16,11,miércoles,0,0,0,0,0,0,0,0,0,20,136,2018,05,16
Atropello,2018-05-23,10,miércoles,0,0,0,0,0,0,0,0,0,21,143,2018,05,23
Atropello,2018-05-30,9,miércoles,0,0,0,0,0,0,0,0,0,22,150,2018,05,30
Atropello,2018-06-06,14,miércoles,0,0,0,0,0,0,0,0,0,23,157,2018,06,06
Atropello,2018-06-13,13,miércoles,0,0,0,0,0,0,0,0,0,24,164,2018,06,13
Atropello,2018-06-20,10,miércoles,0,0,0,0,0,0,0,0,0,25,171,2018,06,20
Atropello,2018-06-27,10,miércoles,0,0,0,0,0,0,0,0,0,26,178,2018,06,27
Atropello,2018-07-04,13,miércoles,0,0,0,0,0,0,0,0,0,27,185,2018,07,04
Atropello,2018-07-11,12,miércoles,0,0,0,0,0,0,0,0,0,28,192,2018,07,11
Atropello,2018-07-18,10,miércoles,0,0,0,0,0,0,0,0,0,29,199,2018,07,18
Atropello,2018-07-25,7,miércoles,0,0,0,0,0,0,0,0,0,30,206,2018,07,25
Atropello,2018-08-01,13,miércoles,0,0,0,0,0,0,0,0,0,31,213,2018,08,01
Atropello,2018-08-08,11,miércoles,0,0,0,0,0,0,0,0,0,32,220,2018,08,08
Atropello,2018-08-15,14,miércoles,0,0,0,0,0,0,0,0,0,33,227,2018,08,15
Atropello,2018-08-22,6,miércoles,0,0,0,0,0,0,0,0,0,34,234,2018,08,22
Atropello,2018-08-29,8,miércoles,0,0,0,0,0,0,0,0,0,35,241,2018,08,29
Atropello,2018-09-05,8,miércoles,0,0,0,0,0,0,0,0,0,36,248,2018,09,05
Atropello,2018-09-12,9,miércoles,0,0,0,0,0,0,0,0,0,37,255,2018,09,12
Atropello,2018-09-19,22,miércoles,0,0,0,0,0,0,0,0,0,38,262,2018,09,19
Atropello,2018-09-26,6,miércoles,0,0,0,0,0,0,0,0,0,39,269,2018,09,26
Atropello,2018-10-03,9,miércoles,0,0,0,0,0,0,0,0,0,40,276,2018,10,03
Atropello,2018-10-10,5,miércoles,0,0,0,0,0,0,0,0,0,41,283,2018,10,10
Atropello,2018-10-17,8,miércoles,0,0,0,0,0,0,0,0,0,42,290,2018,10,17
Atropello,2018-10-24,15,miércoles,0,0,0,0,0,0,0,0,0,43,297,2018,10,24
Atropello,2018-10-31,10,miércoles,0,0,0,0,0,0,0,0,0,44,304,2018,10,31
Atropello,2018-11-07,10,miércoles,0,0,0,0,0,0,0,0,0,45,311,2018,11,07
Atropello,2018-11-14,10,miércoles,0,0,0,0,0,0,0,0,0,46,318,2018,11,14
Atropello,2018-11-21,14,miércoles,0,0,0,0,0,0,0,0,0,47,325,2018,11,21
Atropello,2018-11-28,11,miércoles,0,0,0,0,0,0,0,0,0,48,332,2018,11,28
Atropello,2018-12-05,8,miércoles,0,0,0,0,0,0,0,0,0,49,339,2018,12,05
Atropello,2018-12-12,16,miércoles,0,0,0,0,0,0,0,0,0,50,346,2018,12,12
Atropello,2018-12-19,18,miércoles,0,0,0,0,0,0,0,0,0,51,353,2018,12,19
Atropello,2018-12-26,11,miércoles,0,0,0,0,0,0,0,0,0,52,360,2018,12,26
Atropello,2014-01-04,11,sábado,0,0,0,0,0,0,0,0,1,1,4,2014,01,04
Atropello,2014-01-11,9,sábado,0,0,0,0,0,0,0,0,1,2,11,2014,01,11
Atropello,2014-01-18,13,sábado,0,0,0,0,0,0,0,0,0,3,18,2014,01,18
Atropello,2014-01-25,8,sábado,0,0,0,0,0,0,0,0,0,4,25,2014,01,25
Atropello,2014-02-01,15,sábado,0,0,0,0,0,0,0,0,0,5,32,2014,02,01
Atropello,2014-02-08,8,sábado,0,0,0,0,0,0,0,0,0,6,39,2014,02,08
Atropello,2014-02-15,13,sábado,0,0,0,0,0,0,0,0,0,7,46,2014,02,15
Atropello,2014-02-22,21,sábado,0,0,0,0,0,0,0,0,0,8,53,2014,02,22
Atropello,2014-03-01,21,sábado,0,0,0,0,0,0,0,0,0,9,60,2014,03,01
Atropello,2014-03-08,9,sábado,0,0,0,0,0,1,0,0,0,10,67,2014,03,08
Atropello,2014-03-15,11,sábado,0,0,0,0,0,0,0,0,0,11,74,2014,03,15
Atropello,2014-03-22,18,sábado,0,0,0,0,0,0,0,0,1,12,81,2014,03,22
Atropello,2014-03-29,19,sábado,0,0,0,0,0,0,0,0,0,13,88,2014,03,29
Atropello,2014-04-05,14,sábado,0,0,0,0,0,0,0,0,0,14,95,2014,04,05
Atropello,2014-04-12,15,sábado,0,0,0,0,0,0,0,0,0,15,102,2014,04,12
Atropello,2014-04-19,7,sábado,0,0,0,0,1,0,0,0,0,16,109,2014,04,19
Atropello,2014-04-26,12,sábado,0,0,0,0,0,0,0,0,0,17,116,2014,04,26
Atropello,2014-05-03,8,sábado,0,0,0,0,0,0,0,0,0,18,123,2014,05,03
Atropello,2014-05-10,17,sábado,0,0,0,0,0,0,0,0,0,19,130,2014,05,10
Atropello,2014-05-17,13,sábado,0,0,0,0,0,0,0,0,0,20,137,2014,05,17
Atropello,2014-05-24,21,sábado,0,0,0,0,0,0,0,0,0,21,144,2014,05,24
Atropello,2014-05-31,15,sábado,0,0,0,0,0,0,0,0,1,22,151,2014,05,31
Atropello,2014-06-07,21,sábado,0,0,0,0,0,0,0,0,0,23,158,2014,06,07
Atropello,2014-06-14,20,sábado,0,0,0,0,0,0,0,0,0,24,165,2014,06,14
Atropello,2014-06-21,9,sábado,0,0,0,0,0,0,0,0,1,25,172,2014,06,21
Atropello,2014-06-28,12,sábado,0,0,0,0,0,0,0,0,0,26,179,2014,06,28
Atropello,2014-07-05,25,sábado,0,0,0,0,0,0,0,0,0,27,186,2014,07,05
Atropello,2014-07-12,15,sábado,0,0,0,0,0,0,0,0,0,28,193,2014,07,12
Atropello,2014-07-19,19,sábado,0,0,0,0,0,0,0,0,0,29,200,2014,07,19
Atropello,2014-07-26,21,sábado,0,0,0,0,0,0,0,0,0,30,207,2014,07,26
Atropello,2014-08-02,22,sábado,0,0,0,0,0,0,0,0,0,31,214,2014,08,02
Atropello,2014-08-09,17,sábado,0,0,0,0,0,0,0,0,0,32,221,2014,08,09
Atropello,2014-08-16,12,sábado,0,0,0,0,0,0,0,0,1,33,228,2014,08,16
Atropello,2014-08-23,21,sábado,0,0,0,0,0,0,0,0,0,34,235,2014,08,23
Atropello,2014-08-30,13,sábado,0,0,0,0,0,0,0,0,0,35,242,2014,08,30
Atropello,2014-09-06,15,sábado,0,0,0,0,0,0,0,0,0,36,249,2014,09,06
Atropello,2014-09-13,15,sábado,0,0,0,0,0,0,0,0,0,37,256,2014,09,13
Atropello,2014-09-20,6,sábado,0,0,0,1,0,0,0,0,0,38,263,2014,09,20
Atropello,2014-09-27,18,sábado,0,0,0,0,0,0,0,0,0,39,270,2014,09,27
Atropello,2014-10-04,17,sábado,0,0,0,0,0,0,0,0,0,40,277,2014,10,04
Atropello,2014-10-11,13,sábado,0,0,0,0,0,0,0,0,0,41,284,2014,10,11
Atropello,2014-10-18,28,sábado,0,0,0,0,0,0,0,0,0,42,291,2014,10,18
Atropello,2014-10-25,14,sábado,0,0,0,0,0,0,0,0,0,43,298,2014,10,25
Atropello,2014-11-01,13,sábado,0,0,0,0,0,0,0,0,1,44,305,2014,11,01
Atropello,2014-11-08,16,sábado,0,0,0,0,0,0,0,0,0,45,312,2014,11,08
Atropello,2014-11-15,21,sábado,0,0,0,0,0,0,0,0,1,46,319,2014,11,15
Atropello,2014-11-22,13,sábado,0,0,0,0,0,0,0,0,0,47,326,2014,11,22
Atropello,2014-11-29,13,sábado,0,0,0,0,0,0,0,0,0,48,333,2014,11,29
Atropello,2014-12-06,13,sábado,0,0,0,0,0,0,0,0,1,49,340,2014,12,06
Atropello,2014-12-13,14,sábado,0,0,0,0,0,0,0,0,0,50,347,2014,12,13
Atropello,2014-12-20,11,sábado,0,0,0,0,0,0,0,0,0,51,354,2014,12,20
Atropello,2014-12-27,9,sábado,0,0,0,0,0,0,0,0,0,52,361,2014,12,27
Atropello,2015-01-03,11,sábado,0,0,0,0,0,0,0,0,0,1,3,2015,01,03
Atropello,2015-01-10,18,sábado,0,0,0,0,0,0,0,0,1,2,10,2015,01,10
Atropello,2015-01-17,9,sábado,0,0,0,0,0,0,0,0,0,3,17,2015,01,17
Atropello,2015-01-24,16,sábado,0,0,0,0,0,0,0,0,0,4,24,2015,01,24
Atropello,2015-01-31,15,sábado,0,0,0,0,0,0,0,0,0,5,31,2015,01,31
Atropello,2015-02-07,11,sábado,0,0,0,0,0,0,0,0,0,6,38,2015,02,07
Atropello,2015-02-14,10,sábado,0,0,0,0,0,0,0,0,0,7,45,2015,02,14
Atropello,2015-02-21,15,sábado,0,0,0,0,0,0,0,0,0,8,52,2015,02,21
Atropello,2015-02-28,14,sábado,0,0,0,0,0,0,0,0,0,9,59,2015,02,28
Atropello,2015-03-07,7,sábado,0,0,0,0,0,0,0,0,0,10,66,2015,03,07
Atropello,2015-03-14,20,sábado,0,0,0,0,0,0,0,0,0,11,73,2015,03,14
Atropello,2015-03-21,15,sábado,0,0,0,0,0,0,0,0,1,12,80,2015,03,21
Atropello,2015-03-28,16,sábado,0,0,0,0,0,0,0,0,0,13,87,2015,03,28
Atropello,2015-04-04,5,sábado,0,0,0,0,1,0,0,0,0,14,94,2015,04,04
Atropello,2015-04-11,14,sábado,0,0,0,0,0,0,0,0,0,15,101,2015,04,11
Atropello,2015-04-18,14,sábado,0,0,0,0,0,0,0,0,0,16,108,2015,04,18
Atropello,2015-04-25,15,sábado,0,0,0,0,0,0,0,0,0,17,115,2015,04,25
Atropello,2015-05-02,13,sábado,0,0,0,0,0,0,0,0,0,18,122,2015,05,02
Atropello,2015-05-09,18,sábado,0,0,0,0,0,0,0,0,0,19,129,2015,05,09
Atropello,2015-05-16,17,sábado,0,0,0,0,0,0,0,0,1,20,136,2015,05,16
Atropello,2015-05-23,15,sábado,0,0,0,0,0,0,0,0,0,21,143,2015,05,23
Atropello,2015-05-30,7,sábado,0,0,0,0,0,0,0,0,0,22,150,2015,05,30
Atropello,2015-06-06,15,sábado,0,0,0,0,0,0,0,0,1,23,157,2015,06,06
Atropello,2015-06-13,9,sábado,0,0,0,0,0,0,0,0,1,24,164,2015,06,13
Atropello,2015-06-20,13,sábado,0,0,0,0,0,0,0,0,0,25,171,2015,06,20
Atropello,2015-06-27,21,sábado,0,0,0,0,0,0,0,0,1,26,178,2015,06,27
Atropello,2015-07-04,21,sábado,0,0,0,0,0,0,0,0,0,27,185,2015,07,04
Atropello,2015-07-11,11,sábado,0,0,0,0,0,0,0,0,0,28,192,2015,07,11
Atropello,2015-07-18,18,sábado,0,0,0,0,0,0,0,0,1,29,199,2015,07,18
Atropello,2015-07-25,16,sábado,0,0,0,0,0,0,0,0,0,30,206,2015,07,25
Atropello,2015-08-01,17,sábado,0,0,0,0,0,0,0,0,0,31,213,2015,08,01
Atropello,2015-08-08,15,sábado,0,0,0,0,0,0,0,0,0,32,220,2015,08,08
Atropello,2015-08-15,15,sábado,0,0,0,0,0,0,0,0,1,33,227,2015,08,15
Atropello,2015-08-22,9,sábado,0,0,0,0,0,0,0,0,0,34,234,2015,08,22
Atropello,2015-08-29,17,sábado,0,0,0,0,0,0,0,0,0,35,241,2015,08,29
Atropello,2015-09-05,15,sábado,0,0,0,0,0,0,0,0,0,36,248,2015,09,05
Atropello,2015-09-12,14,sábado,0,0,0,0,0,0,0,0,0,37,255,2015,09,12
Atropello,2015-09-19,14,sábado,0,0,0,1,0,0,0,0,0,38,262,2015,09,19
Atropello,2015-09-26,12,sábado,0,0,0,0,0,0,0,0,0,39,269,2015,09,26
Atropello,2015-10-03,8,sábado,0,0,0,0,0,0,0,0,0,40,276,2015,10,03
Atropello,2015-10-10,12,sábado,0,0,0,0,0,0,0,0,1,41,283,2015,10,10
Atropello,2015-10-17,17,sábado,0,0,0,0,0,0,0,0,0,42,290,2015,10,17
Atropello,2015-10-24,7,sábado,0,0,0,0,0,0,0,0,0,43,297,2015,10,24
Atropello,2015-10-31,17,sábado,0,0,0,0,0,0,0,0,1,44,304,2015,10,31
Atropello,2015-11-07,14,sábado,0,0,0,0,0,0,0,0,0,45,311,2015,11,07
Atropello,2015-11-14,7,sábado,0,0,0,0,0,0,0,0,1,46,318,2015,11,14
Atropello,2015-11-21,11,sábado,0,0,0,0,0,0,0,0,0,47,325,2015,11,21
Atropello,2015-11-28,14,sábado,0,0,0,0,0,0,0,0,0,48,332,2015,11,28
Atropello,2015-12-05,26,sábado,0,0,0,0,0,0,0,0,0,49,339,2015,12,05
Atropello,2015-12-12,11,sábado,0,0,0,0,0,0,0,0,0,50,346,2015,12,12
Atropello,2015-12-19,15,sábado,0,0,0,0,0,0,0,0,0,51,353,2015,12,19
Atropello,2015-12-26,9,sábado,0,0,0,0,0,0,0,0,0,52,360,2015,12,26
Atropello,2016-01-02,5,sábado,0,0,0,0,0,0,0,0,0,1,2,2016,01,02
Atropello,2016-01-09,10,sábado,0,0,0,0,0,0,0,0,1,2,9,2016,01,09
Atropello,2016-01-16,10,sábado,0,0,0,0,0,0,0,0,0,3,16,2016,01,16
Atropello,2016-01-23,16,sábado,0,0,0,0,0,0,0,0,0,4,23,2016,01,23
Atropello,2016-01-30,11,sábado,0,0,0,0,0,0,0,0,0,5,30,2016,01,30
Atropello,2016-02-06,23,sábado,0,0,0,0,0,0,0,0,0,6,37,2016,02,06
Atropello,2016-02-13,11,sábado,0,0,0,0,0,0,0,0,0,7,44,2016,02,13
Atropello,2016-02-20,12,sábado,0,0,0,0,0,0,0,0,0,8,51,2016,02,20
Atropello,2016-02-27,11,sábado,0,0,0,0,0,0,0,0,0,9,58,2016,02,27
Atropello,2016-03-05,14,sábado,0,0,0,0,0,0,0,0,0,10,65,2016,03,05
Atropello,2016-03-12,12,sábado,0,0,0,0,0,0,0,0,0,11,72,2016,03,12
Atropello,2016-03-19,19,sábado,0,0,0,0,0,0,1,0,1,12,79,2016,03,19
Atropello,2016-03-26,13,sábado,0,0,0,0,1,0,0,0,0,13,86,2016,03,26
Atropello,2016-04-02,10,sábado,0,0,0,0,0,0,0,0,0,14,93,2016,04,02
Atropello,2016-04-09,11,sábado,0,0,0,0,0,0,0,0,0,15,100,2016,04,09
Atropello,2016-04-16,11,sábado,0,0,0,0,0,0,0,0,0,16,107,2016,04,16
Atropello,2016-04-23,10,sábado,0,0,0,0,0,0,0,0,0,17,114,2016,04,23
Atropello,2016-04-30,12,sábado,0,0,0,0,0,0,0,0,0,18,121,2016,04,30
Atropello,2016-05-07,13,sábado,0,0,0,0,0,0,0,0,1,19,128,2016,05,07
Atropello,2016-05-14,11,sábado,0,0,0,0,0,0,0,0,0,20,135,2016,05,14
Atropello,2016-05-21,10,sábado,0,0,0,0,0,0,0,0,0,21,142,2016,05,21
Atropello,2016-05-28,13,sábado,0,0,0,0,0,0,0,0,1,22,149,2016,05,28
Atropello,2016-06-04,15,sábado,0,0,0,0,0,0,0,0,1,23,156,2016,06,04
Atropello,2016-06-11,19,sábado,0,0,0,0,0,0,0,0,0,24,163,2016,06,11
Atropello,2016-06-18,18,sábado,0,0,0,0,0,0,0,0,0,25,170,2016,06,18
Atropello,2016-06-25,11,sábado,0,0,0,0,0,0,0,0,0,26,177,2016,06,25
Atropello,2016-07-02,15,sábado,0,0,0,0,0,0,0,0,1,27,184,2016,07,02
Atropello,2016-07-09,14,sábado,0,0,0,0,0,0,0,0,0,28,191,2016,07,09
Atropello,2016-07-16,8,sábado,0,0,0,0,0,0,0,0,0,29,198,2016,07,16
Atropello,2016-07-23,13,sábado,0,0,0,0,0,0,0,0,0,30,205,2016,07,23
Atropello,2016-07-30,15,sábado,0,0,0,0,0,0,0,0,0,31,212,2016,07,30
Atropello,2016-08-06,19,sábado,0,0,0,0,0,0,0,0,0,32,219,2016,08,06
Atropello,2016-08-13,10,sábado,0,0,0,0,0,0,0,0,1,33,226,2016,08,13
Atropello,2016-08-20,8,sábado,0,0,0,0,0,0,0,0,0,34,233,2016,08,20
Atropello,2016-08-27,13,sábado,0,0,0,0,0,0,0,0,0,35,240,2016,08,27
Atropello,2016-09-03,17,sábado,0,0,0,0,0,0,0,0,0,36,247,2016,09,03
Atropello,2016-09-10,16,sábado,0,0,0,0,0,0,0,0,0,37,254,2016,09,10
Atropello,2016-09-17,17,sábado,0,0,0,1,0,0,0,0,0,38,261,2016,09,17
Atropello,2016-09-24,11,sábado,0,0,0,0,0,0,0,0,0,39,268,2016,09,24
Atropello,2016-10-01,15,sábado,0,0,0,0,0,0,0,0,0,40,275,2016,10,01
Atropello,2016-10-08,12,sábado,0,0,0,0,0,0,0,0,0,41,282,2016,10,08
Atropello,2016-10-15,4,sábado,0,0,0,0,0,0,0,0,1,42,289,2016,10,15
Atropello,2016-10-22,16,sábado,0,0,0,0,0,0,0,0,0,43,296,2016,10,22
Atropello,2016-10-29,15,sábado,0,0,0,0,0,0,0,0,0,44,303,2016,10,29
Atropello,2016-11-05,11,sábado,0,0,0,0,0,0,0,0,1,45,310,2016,11,05
Atropello,2016-11-12,9,sábado,0,0,0,0,0,0,0,0,1,46,317,2016,11,12
Atropello,2016-11-19,9,sábado,0,0,0,0,0,0,0,0,0,47,324,2016,11,19
Atropello,2016-11-26,15,sábado,0,0,0,0,0,0,0,0,0,48,331,2016,11,26
Atropello,2016-12-03,13,sábado,0,0,0,0,0,0,0,0,0,49,338,2016,12,03
Atropello,2016-12-10,15,sábado,0,0,0,0,0,0,0,0,0,50,345,2016,12,10
Atropello,2016-12-17,14,sábado,0,0,0,0,0,0,0,0,0,51,352,2016,12,17
Atropello,2016-12-24,22,sábado,0,0,0,0,0,0,0,0,0,52,359,2016,12,24
Atropello,2016-12-31,17,sábado,0,0,0,0,0,0,0,0,0,53,366,2016,12,31
Atropello,2017-01-07,7,sábado,0,0,0,0,0,0,0,0,1,2,7,2017,01,07
Atropello,2017-01-14,6,sábado,0,0,0,0,0,0,0,0,0,3,14,2017,01,14
Atropello,2017-01-21,11,sábado,0,0,0,0,0,0,0,0,0,4,21,2017,01,21
Atropello,2017-01-28,13,sábado,0,0,0,0,0,0,0,0,0,5,28,2017,01,28
Atropello,2017-02-04,11,sábado,0,0,0,0,0,0,0,0,0,6,35,2017,02,04
Atropello,2017-02-11,15,sábado,0,0,0,0,0,0,0,0,0,7,42,2017,02,11
Atropello,2017-02-18,15,sábado,0,0,0,0,0,0,0,0,0,8,49,2017,02,18
Atropello,2017-02-25,16,sábado,0,0,0,0,0,0,0,0,0,9,56,2017,02,25
Atropello,2017-03-04,14,sábado,0,0,0,0,0,0,0,0,0,10,63,2017,03,04
Atropello,2017-03-11,15,sábado,0,0,0,0,0,0,0,0,0,11,70,2017,03,11
Atropello,2017-03-18,7,sábado,0,0,0,0,0,0,0,0,1,12,77,2017,03,18
Atropello,2017-03-25,7,sábado,0,0,0,0,0,0,0,0,0,13,84,2017,03,25
Atropello,2017-04-01,19,sábado,0,0,0,0,0,0,0,0,0,14,91,2017,04,01
Atropello,2017-04-08,13,sábado,0,0,0,0,0,0,0,0,0,15,98,2017,04,08
Atropello,2017-04-15,6,sábado,0,0,0,0,1,0,0,0,0,16,105,2017,04,15
Atropello,2017-04-22,10,sábado,0,0,0,0,0,0,0,0,0,17,112,2017,04,22
Atropello,2017-04-29,18,sábado,0,0,0,0,0,0,0,0,1,18,119,2017,04,29
Atropello,2017-05-06,11,sábado,0,0,0,0,0,0,0,0,0,19,126,2017,05,06
Atropello,2017-05-13,11,sábado,0,0,0,0,0,0,0,0,0,20,133,2017,05,13
Atropello,2017-05-20,9,sábado,0,0,0,0,0,0,0,0,0,21,140,2017,05,20
Atropello,2017-05-27,9,sábado,0,0,0,0,0,0,0,0,1,22,147,2017,05,27
Atropello,2017-06-03,14,sábado,0,0,0,0,0,0,0,0,0,23,154,2017,06,03
Atropello,2017-06-10,14,sábado,0,0,0,0,0,0,0,0,0,24,161,2017,06,10
Atropello,2017-06-17,9,sábado,0,0,0,0,0,0,0,0,1,25,168,2017,06,17
Atropello,2017-06-24,7,sábado,0,0,0,0,0,0,0,0,1,26,175,2017,06,24
Atropello,2017-07-01,13,sábado,0,0,0,0,0,0,0,0,0,27,182,2017,07,01
Atropello,2017-07-08,12,sábado,0,0,0,0,0,0,0,0,0,28,189,2017,07,08
Atropello,2017-07-15,16,sábado,0,0,0,0,0,0,0,0,0,29,196,2017,07,15
Atropello,2017-07-22,8,sábado,0,0,0,0,0,0,0,0,0,30,203,2017,07,22
Atropello,2017-07-29,14,sábado,0,0,0,0,0,0,0,0,0,31,210,2017,07,29
Atropello,2017-08-05,15,sábado,0,0,0,0,0,0,0,0,1,32,217,2017,08,05
Atropello,2017-08-12,9,sábado,0,0,0,0,0,0,0,0,0,33,224,2017,08,12
Atropello,2017-08-19,10,sábado,0,0,0,0,0,0,0,0,1,34,231,2017,08,19
Atropello,2017-08-26,11,sábado,0,0,0,0,0,0,0,0,0,35,238,2017,08,26
Atropello,2017-09-02,13,sábado,0,0,0,0,0,0,0,0,0,36,245,2017,09,02
Atropello,2017-09-09,7,sábado,0,0,0,0,0,0,0,0,0,37,252,2017,09,09
Atropello,2017-09-16,16,sábado,0,0,0,1,0,0,0,0,0,38,259,2017,09,16
